"","1","2","3","4",""
"53","0.21551724137931","0.232758620689655","0.267241379310345","0.28448275862069","
  best in mid range
"
"54","0.278846153846154","0.240384615384615","0.240384615384615","0.240384615384615","
  Reply
"
"55","0.245098039215686","0.264705882352941","0.245098039215686","0.245098039215686","
  Battery draining too fast
"
"56","0.268518518518519","0.231481481481481","0.25","0.25","
  It is the best phone that you can in this price.... The battery backup is very good once full charged it goes whole day long and the picture quality is awesome.. HDR....AI....Portrait....
"
"57","0.235849056603774","0.292452830188679","0.235849056603774","0.235849056603774","
  Good
"
"58","0.245098039215686","0.264705882352941","0.245098039215686","0.245098039215686","
  Nice products but earphones not provided
"
"60","0.254716981132075","0.273584905660377","0.235849056603774","0.235849056603774","
  Great camera
"
"61","0.263636363636364","0.245454545454545","0.245454545454545","0.245454545454545","
  This Mobile is super product..I am selecte cusmic purple color It was full purple color.little bit not satisfied
"
"62","0.254716981132075","0.254716981132075","0.235849056603774","0.254716981132075","
  Bluetooth connectivity only the issue remaining everything ok
"
"63","0.240384615384615","0.259615384615385","0.259615384615385","0.240384615384615","
  Nil
"
"64","0.254716981132075","0.254716981132075","0.254716981132075","0.235849056603774","
  This smartphone is worth of every penny. Everything is working very fine.
"
"65","0.232758620689655","0.267241379310345","0.267241379310345","0.232758620689655","
  I mostly like this phone processor as well fast charging support which are very useful for me.
"
"66","0.263636363636364","0.263636363636364","0.227272727272727","0.245454545454545","
  Good
"
"67","0.241071428571429","0.223214285714286","0.258928571428571","0.276785714285714","
  Just a bit weight rest all good
"
"68","0.264705882352941","0.245098039215686","0.245098039215686","0.245098039215686","
  Very nice
"
"69","0.258928571428571","0.223214285714286","0.258928571428571","0.258928571428571","
  The camera is awesome and its just same like the pro model of one plus except the curve display blue colour looks amazing
"
"70","0.208333333333333","0.208333333333333","0.325","0.258333333333333","
  Excellent phone. Value for money.
"
"71","0.231481481481481","0.268518518518519","0.231481481481481","0.268518518518519","
  Best phone but battery should be5000 mah and front camera should be 32 mp .
"
"72","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  Packing was good and till the time it's working fine.
"
"73","0.289473684210526","0.236842105263158","0.219298245614035","0.254385964912281","
  Battery is too good also good for gaming.
"
"74","0.236842105263158","0.254385964912281","0.271929824561404","0.236842105263158","
  Fingerprint and battery life is ok also back camera and good for this price but in from camera not very well as expected..
"
"75","0.292452830188679","0.235849056603774","0.235849056603774","0.235849056603774","
  Best gaming phone
"
"76","0.240384615384615","0.240384615384615","0.278846153846154","0.240384615384615","
  Nice product
"
"77","0.273584905660377","0.235849056603774","0.254716981132075","0.235849056603774","
  Amazing product reasonable price value of the money
"
"78","0.227272727272727","0.263636363636364","0.281818181818182","0.227272727272727","
  Everything is good in this mobile. Camera quality is also geniune..
"
"79","0.254716981132075","0.235849056603774","0.254716981132075","0.254716981132075","
  The colour of product is fantastic"
"80","0.294642857142857","0.223214285714286","0.258928571428571","0.223214285714286","
  Good
"
"81","0.259615384615385","0.240384615384615","0.240384615384615","0.259615384615385","
  This is very velue for money very premium quality provide by Xiaomi
"
"82","0.2734375","0.1953125","0.3046875","0.2265625","
  Battery life is avg but it charge up extremely fast...... No doubt go for it
"
"83","0.25","0.25","0.25","0.25","
  Good
"
"84","0.241071428571429","0.276785714285714","0.223214285714286","0.258928571428571","
  Product is very good, camera produces very descent picture even in low light. Specifications wise very attractive. I must say this product is value for money.
"
"85","0.258928571428571","0.241071428571429","0.276785714285714","0.223214285714286","
  I have received the product. The phone is smooth. But the main speaker isn't working.
"
"86","0.271929824561404","0.219298245614035","0.271929824561404","0.236842105263158","
  Back camera is good but front camera is not good battery backup is very good charging is also very fast overall good phone in this range
"
"87","0.235849056603774","0.273584905660377","0.254716981132075","0.235849056603774","
  The phone is good but camera is not fulfill
"
"88","0.235849056603774","0.292452830188679","0.235849056603774","0.235849056603774","
  Excellent product I had ever buy.
"
"89","0.219298245614035","0.254385964912281","0.307017543859649","0.219298245614035","
  this product is good in <U+0001F50B> battery  life"
"90","0.245454545454545","0.281818181818182","0.227272727272727","0.245454545454545","
  Product comes with great quality. Camera and battery is fine.
"
"91","0.341666666666667","0.208333333333333","0.241666666666667","0.208333333333333","
  Camera is awesome
"
"92","0.227941176470588","0.242647058823529","0.242647058823529","0.286764705882353","
  I have received my one plus Nord jst now...wowwwwww
"
"93","0.259615384615385","0.240384615384615","0.259615384615385","0.240384615384615","
  Fingerprint reader and the face unlock is really good, battery life is descent, when you start with a 100% you could play 3 to 4 hours of gaming and stil have a 60% balance"
"94","0.259615384615385","0.240384615384615","0.240384615384615","0.259615384615385","
  Awesome phone Awesome speed..."
"95","0.254385964912281","0.236842105263158","0.236842105263158","0.271929824561404","
  This product is very good and very good quality thank you Amazon thank you so much"
"96","0.254716981132075","0.235849056603774","0.254716981132075","0.254716981132075","
  The phone is awesome . The camera , battery life and everything in the phone is par at performance. If your budget is under or upto 10K you can blindly go for it. I have Benn using this phone for 4 months and it had never hanged once and everything is going very smooth. And the miui updates are always availed within time and soon mi will provide android 10 update for this set.
"
"97","0.240384615384615","0.259615384615385","0.259615384615385","0.240384615384615","
  very good handset
"
"98","0.266129032258065","0.25","0.233870967741935","0.25","
  Writing this review after two weeks usage."
"99","0.240384615384615","0.240384615384615","0.240384615384615","0.278846153846154","
  Very good phone in this price range must buy
"
"100","0.289473684210526","0.236842105263158","0.236842105263158","0.236842105263158","
  Despite not the latest memory used, it has good speed overall
"
"101","0.227272727272727","0.245454545454545","0.245454545454545","0.281818181818182","
  Thier  no head phones in box  this really bad
"
"102","0.305555555555556","0.231481481481481","0.231481481481481","0.231481481481481","
  A product which is excellent for the price it is at. Amother class creation from the 1 + stable ! Totally money's worth. Features are brilliant. However was left a bit disappointed when I discovered, it's only 1 sim phone and for head sets / earphones one has to order the earphones cable as the port has not been given. Overall the phone is really good.
"
"103","0.268518518518519","0.25","0.231481481481481","0.25","
  but price was too heavy. for 4gb and 128 gb
"
"104","0.245098039215686","0.264705882352941","0.245098039215686","0.245098039215686","
  1. Night mode camera qualityis not good."
"105","0.231481481481481","0.305555555555556","0.231481481481481","0.231481481481481","
  I am using this from 15 days."
"106","0.254716981132075","0.235849056603774","0.273584905660377","0.235849056603774","
  Totally worth the money"
"107","0.231481481481481","0.287037037037037","0.25","0.231481481481481","
  One of best smartphone in market
"
"108","0.237704918032787","0.221311475409836","0.254098360655738","0.286885245901639","
  My favorite mobile
"
"109","0.240384615384615","0.259615384615385","0.259615384615385","0.240384615384615","
  Nice phone."
"110","0.254716981132075","0.273584905660377","0.235849056603774","0.235849056603774","
  Side weeding is made up of plastic
"
"111","0.278846153846154","0.240384615384615","0.240384615384615","0.240384615384615","
  Everything super
"
"112","0.292452830188679","0.235849056603774","0.235849056603774","0.235849056603774","
  Yes redmi gives a lot of specs in 10k pricing and it's quite good experience , camera is not bad but it's not that great either don't expect iPhone quality Cam ,even if it has quad cam it's just normal camera quality.Processor is not Great for gaming it heats up after half hour of Pubg."
"113","0.25","0.25","0.25","0.25","
  Fingerprint reader is not working
"
"114","0.278846153846154","0.240384615384615","0.240384615384615","0.240384615384615","
  One plus is top
"
"115","0.254716981132075","0.254716981132075","0.235849056603774","0.254716981132075","
  Good 6GB 128 Storage Well cost
"
"116","0.271929824561404","0.254385964912281","0.219298245614035","0.254385964912281","
  All ok ....worth money.....
"
"117","0.21551724137931","0.21551724137931","0.301724137931034","0.267241379310345","
  Value for money not best
"
"118","0.241666666666667","0.241666666666667","0.291666666666667","0.225","
  it's simply good
"
"119","0.287037037037037","0.231481481481481","0.25","0.231481481481481","
  Good phone
"
"120","0.231481481481481","0.268518518518519","0.231481481481481","0.268518518518519","
  This is  a very good phone but it's weight is little bit heavy overall phone is SUPERB
"
"122","0.240384615384615","0.240384615384615","0.240384615384615","0.278846153846154","
  Battery life and fast charging is great finger print scanner is smooth build quality is great but selfie camera is not up to the mark .
"
"123","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  Everything is just fine except the battery life. Battery is 4000mAh. A battery life of 5000mAh or more would have added an extra star to the product.
"
"124","0.25","0.287037037037037","0.231481481481481","0.231481481481481","
  Very good product on this amount,....camera quality is very good...."
"125","0.245454545454545","0.227272727272727","0.263636363636364","0.263636363636364","
  Nice phone
"
"126","0.240384615384615","0.259615384615385","0.240384615384615","0.259615384615385","
  Nyc
"
"127","0.245454545454545","0.263636363636364","0.227272727272727","0.263636363636364","
  Best phone on that"
"128","0.214285714285714","0.30952380952381","0.277777777777778","0.198412698412698","
  Good
"
"129","0.240384615384615","0.240384615384615","0.259615384615385","0.259615384615385","
  Nice product
"
"130","0.281818181818182","0.227272727272727","0.263636363636364","0.227272727272727","
  Though this is a budget smartphone and it's worth buying. Looks and interface are wonderful the only issue is with Camera quality, which is a little disappointing. Apart from this. It's a killer phone.
"
"131","0.219298245614035","0.236842105263158","0.307017543859649","0.236842105263158","
  Nice
"
"132","0.287037037037037","0.231481481481481","0.25","0.231481481481481","
  After 7 days this is awesome I like it so much this is so good
"
"133","0.245454545454545","0.245454545454545","0.281818181818182","0.227272727272727","
  What's up Video calling is not possible in the begining but after one month it support what's up vdo cllng and the battery performance is well and fingerprinting is also well back camara is good and only one lens is working in the camara  remaining two are just to blame customers and selfi camara is not up to mark but manageable . Mobile data also working smoothly in this mobile and negligible heating issue we can see in the mobile while charging as well as gaming and at the time of data usage..."
"134","0.245098039215686","0.264705882352941","0.245098039215686","0.245098039215686","
  It's really great experience. Made in India assembly.
"
"135","0.227272727272727","0.263636363636364","0.263636363636364","0.245454545454545","
  Camera quality is good"
"136","0.236842105263158","0.219298245614035","0.254385964912281","0.289473684210526","
  Nice one ,, video in front camera is not appearing good
"
"137","0.245098039215686","0.245098039215686","0.264705882352941","0.245098039215686","
  Very Good Product and Very Fast Service
"
"138","0.25","0.267241379310345","0.25","0.232758620689655","
  Looking is nice but picture quality is not good. Battery strength is not good for playing game.also sound slow
"
"139","0.254716981132075","0.273584905660377","0.235849056603774","0.235849056603774","
  Denger
"
"140","0.232758620689655","0.25","0.28448275862069","0.232758620689655","
  amazing display, nice design..awesome performance
"
"141","0.227272727272727","0.245454545454545","0.3","0.227272727272727","
  Great phone at this price. Better camera if compare with k20 pro.
"
"143","0.305555555555556","0.231481481481481","0.231481481481481","0.231481481481481","
  Nycc Camera
"
"144","0.241666666666667","0.258333333333333","0.258333333333333","0.241666666666667","
  Redmi not 8 is ossam mobile pickcher qualty sound ok.very good mobile phone .no any problem.
"
"145","0.231481481481481","0.231481481481481","0.305555555555556","0.231481481481481","
  Excellent work
"
"146","0.240384615384615","0.278846153846154","0.240384615384615","0.240384615384615","
  I satisfied with the one plus Nord. The problem I can say the bettry life is not that great but needs to charge twice or thrice of day if you are using contineosly..but it will give satisfaction as it supports fast charging."
"147","0.273584905660377","0.235849056603774","0.254716981132075","0.235849056603774","
  Very poor battery life...it's just been five months since I bought this mobile.its battery discharges very fastly
"
"148","0.241666666666667","0.225","0.275","0.258333333333333","
  DSDSD
"
"149","0.259615384615385","0.240384615384615","0.259615384615385","0.240384615384615","
  Very good product
"
"150","0.214285714285714","0.246031746031746","0.261904761904762","0.277777777777778","
  Good phone with nice fetaures and fingerprint reader , nice camera quality
"
"151","0.268518518518519","0.231481481481481","0.25","0.25","
  all over good experience but front camera performance is not good...back is average....
"
"153","0.28448275862069","0.25","0.25","0.21551724137931","
  Nice
"
"154","0.211864406779661","0.279661016949153","0.26271186440678","0.245762711864407","
  Fingerprint reader is good but it is not work while taking photos."
"155","0.236842105263158","0.254385964912281","0.289473684210526","0.219298245614035","
  Finger print is awesome, camera quality is very good as per this budget and battery life is quite good.
"
"156","0.267241379310345","0.232758620689655","0.25","0.25","
  Good
"
"157","0.25","0.25","0.25","0.25","
  Oxygen os is the main highlight of this phone. It gives this phone a premium feel. And that's what makes this phone far better than other phones in this price segment. Fingerprint reader is awesome. Camera is decent, macro camera should be improved, but overall camera is good."
"158","0.254716981132075","0.235849056603774","0.235849056603774","0.273584905660377","
  I am using this from last 3-4 days it's really amazing"
"159","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  Nothing to say
"
"160","0.264705882352941","0.245098039215686","0.245098039215686","0.245098039215686","
  Everything is pretty good but the battery backup is quite good. It should have 5000 mah battery.
"
"161","0.211864406779661","0.245762711864407","0.26271186440678","0.279661016949153","
  I like it's camera and processor and fingerprint reader, it's really amazing mobile phone
"
"162","0.271929824561404","0.219298245614035","0.289473684210526","0.219298245614035","
  Fingerprint reader is excellent and battery life is more. The camera is not bad.
"
"163","0.240384615384615","0.278846153846154","0.240384615384615","0.240384615384615","
  Amazing deal. I love it. Best money ever spent.
"
"164","0.258928571428571","0.258928571428571","0.241071428571429","0.241071428571429","
  This Phone is good To buy. No lag. Good Battery life and Camera. I think this is best mobile in that price."
"165","0.263636363636364","0.227272727272727","0.281818181818182","0.227272727272727","
  Good features
"
"166","0.211864406779661","0.279661016949153","0.228813559322034","0.279661016949153","
  Nice product
"
"167","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  I am very happy.... Thanks Amazon
"
"168","0.240384615384615","0.278846153846154","0.240384615384615","0.240384615384615","
  This is bundle of quality and class. OnePlus stood upto it's standard even after compromising on certain components to price it competitively. The camera and user interface is flawless, which I like the most and made it the best phone at this price.
"
"169","0.219298245614035","0.254385964912281","0.219298245614035","0.307017543859649","
  Good quality battery is good display is good"
"170","0.25","0.231481481481481","0.25","0.268518518518519","
  Wanderful nicely beautiful products
"
"171","0.264705882352941","0.245098039215686","0.245098039215686","0.245098039215686","
  Good Product, Awesome Camera Result, Great Look
"
"172","0.25","0.233870967741935","0.266129032258065","0.25","
  Overall Good quality
"
"173","0.235849056603774","0.235849056603774","0.292452830188679","0.235849056603774","
  Excellent phone in this price range . Just go for it . You don't have to doubt it . Well it's better if you take the base version . Coz it's more than extra for the home staying guys !!!"
"174","0.263636363636364","0.227272727272727","0.245454545454545","0.263636363636364","
  Good mobile
"
"175","0.235849056603774","0.273584905660377","0.254716981132075","0.235849056603774","
  Nice
"
"176","0.235849056603774","0.254716981132075","0.254716981132075","0.254716981132075","
  Nice phone. And this phones price is under budget.
"
"177","0.223214285714286","0.258928571428571","0.223214285714286","0.294642857142857","
  Camera ok..."
"178","0.223214285714286","0.3125","0.223214285714286","0.241071428571429","
  Good
"
"180","0.284615384615385","0.223076923076923","0.284615384615385","0.207692307692308","
  Very nice quality great camera quality and fast working phone thanks redmi and amazon for the product
"
"181","0.219298245614035","0.271929824561404","0.219298245614035","0.289473684210526","
  If battery had been a little better... otherwise it was perfect for me.
"
"182","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  Overall its a good product with little tweaks here and there."
"183","0.270491803278689","0.221311475409836","0.270491803278689","0.237704918032787","
  Excellent performance
"
"184","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  Nice..
"
"185","0.264705882352941","0.245098039215686","0.245098039215686","0.245098039215686","
  Nice phone in budget
"
"186","0.261904761904762","0.214285714285714","0.277777777777778","0.246031746031746","
  Very nice phone I like it so much
"
"187","0.245454545454545","0.263636363636364","0.263636363636364","0.227272727272727","
  Suuper
"
"188","0.263636363636364","0.245454545454545","0.227272727272727","0.263636363636364","
  Been using it for 2 weeks now.... The battery is good and lasts for a day with moderate usage. There is no display tint issue as said by many users. The camera quality is however a bit low compared to other flagship models.. the colour saturation in camera is low comparatively with my OnePlus 7. But overall it's worth the money. Certain features could improve with updates like camera.
"
"189","0.219298245614035","0.254385964912281","0.271929824561404","0.254385964912281","
  Awesome. Super phone. Best phone in budget
"
"190","0.236842105263158","0.219298245614035","0.289473684210526","0.254385964912281","
  Quality product
"
"191","0.275","0.258333333333333","0.208333333333333","0.258333333333333","
  I am using this phone since 6 month.In redmi note 8 the most liked thing is its look.better battery performance, nice camera , and overall a best smartphone under 15000.
"
"193","0.264705882352941","0.245098039215686","0.245098039215686","0.245098039215686","
  I like this
"
"194","0.258928571428571","0.223214285714286","0.294642857142857","0.223214285714286","
  Ok
"
"195","0.240384615384615","0.240384615384615","0.259615384615385","0.259615384615385","
  Best product , camera quality need to improve,  battery is good, fingerprint best works.
"
"196","0.281818181818182","0.245454545454545","0.227272727272727","0.245454545454545","
  Good mobile performance is very good
"
"197","0.235849056603774","0.254716981132075","0.254716981132075","0.254716981132075","
  got this product in good condition, this phone meets the expectations
"
"198","0.231481481481481","0.231481481481481","0.268518518518519","0.268518518518519","
  M just loving it. It's camera is getting better with updates.And nothing to say about oxygen is. Just a killer thing in this price range. Hardcore gamers would really love this device. This deal should not be left
"
"199","0.263636363636364","0.245454545454545","0.227272727272727","0.263636363636364","
  I have been using redmi phones for a while now. What I love about this phone is its camera and it's finish. Been about two days so phone is still very fast and smooth. Got the 6gb version and lag is minimal. The 48Mp camera actually has minimal lag and the 2x telephoto mode works very well. Happy with my purchase
"
"200","0.241071428571429","0.241071428571429","0.258928571428571","0.258928571428571","
  Very nice phone , all features are great, it has great speed, overall product is awesome #mi
"
"201","0.232758620689655","0.21551724137931","0.267241379310345","0.28448275862069","
  Terrific
"
"202","0.276785714285714","0.241071428571429","0.258928571428571","0.223214285714286","
  Lovely product
"
"203","0.2578125","0.3046875","0.2421875","0.1953125","
  Classy looking..Phone has really good Camera, battery backup is also good..
"
"204","0.25","0.201612903225806","0.330645161290323","0.217741935483871","
  They are very essential"
"205","0.273584905660377","0.235849056603774","0.254716981132075","0.235849056603774","
  Typical redmi: gives very high-end features at unbelievably low prices. Recently updated to MIUI 11. Looks amazing!
"
"206","0.254716981132075","0.254716981132075","0.254716981132075","0.235849056603774","
  90Hz, decent processor and extremely fast. Everything works very well for this price. Only downside is the screen size. 6.44in sounds big, but in real it looks smaller compared to most other phones out there."
"207","0.219298245614035","0.289473684210526","0.219298245614035","0.271929824561404","
  Big display with big battery.
"
"208","0.259615384615385","0.240384615384615","0.240384615384615","0.259615384615385","
  Awesome phone"
"209","0.263636363636364","0.227272727272727","0.245454545454545","0.263636363636364","
  Great battery life Osm camera<U+0001F4F7>
"
"210","0.241071428571429","0.241071428571429","0.294642857142857","0.223214285714286","
  Redmi Did Great work.At this price range best phone.One disgrade is display not amolad it's IPS display.
"
"211","0.245454545454545","0.263636363636364","0.245454545454545","0.245454545454545","
  Super quality value for money
"
"212","0.227272727272727","0.281818181818182","0.245454545454545","0.245454545454545","
  Nice product I have received this product on 8 agust when I lifted  box it's too heavy I think that it there is something else it's not mobile but when I opened it its mobile and it's the weight of charger overall performance is very good nice mobile dual punctual design gives it a more beautiful look oneplus deserve 5 star for this mobile
"
"213","0.30327868852459","0.254098360655738","0.204918032786885","0.237704918032787","
  Very good camera quality and fingerprint reader is very fast working and better battery life.
"
"214","0.289473684210526","0.219298245614035","0.236842105263158","0.254385964912281","
  Good hand experience
"
"215","0.236842105263158","0.219298245614035","0.324561403508772","0.219298245614035","
  very nice mobile.....best bettry life...nd good camera .... .....  .... ... .. . .. .. .. .. .. .. ..
"
"216","0.254385964912281","0.219298245614035","0.236842105263158","0.289473684210526","
  Must buy mid-range phone. Keeping in mind that you have 8pro at higher price, you can definitely go for this one.
"
"217","0.258928571428571","0.258928571428571","0.223214285714286","0.258928571428571","
  Good phone
"
"218","0.240384615384615","0.240384615384615","0.240384615384615","0.278846153846154","
  Very good phone, wifi calling also available.
"
"219","0.21551724137931","0.267241379310345","0.267241379310345","0.25","
  Camera quality is good but  need to work on battery backup
"
"220","0.254716981132075","0.273584905660377","0.235849056603774","0.235849056603774","
  Awesome features are given. Back camera excellent and a good color with smooth surface.
"
"221","0.231481481481481","0.25","0.231481481481481","0.287037037037037","
  This Is amazing
"
"222","0.236842105263158","0.307017543859649","0.219298245614035","0.236842105263158","
  Value for money.. middle level budget mobile. It’s awesome . Especially I have to mention here amazon Delivery man . He is so kind and polite and he maintained the distance with face mask . I lives in rural village area , still he’s reach  exact my location  and delivered secure and Safely my product . Thanks a lot for seller & amazon <U+0001F64F><U+0001F607>
"
"223","0.245098039215686","0.264705882352941","0.245098039215686","0.245098039215686","
  Xiaomi is best till now in smartphones. Overall Performance of the redmi note 8 is quite good."
"224","0.25","0.231481481481481","0.287037037037037","0.231481481481481","
  Battery drainage is fast and camera quality is also not good micro  is useless .
"
"225","0.259615384615385","0.259615384615385","0.240384615384615","0.240384615384615","
  Camera and speed is fine but The phone UI not good , it is using more data with unwanted features
"
"226","0.245098039215686","0.264705882352941","0.245098039215686","0.245098039215686","
  I purchased this phone for my fiance'..got great feedback from her...best delivery from amazon like always..."
"227","0.254716981132075","0.254716981132075","0.254716981132075","0.235849056603774","
  In hand feel is 'the best'"
"228","0.25","0.287037037037037","0.231481481481481","0.231481481481481","
  Nice phone, back camera awesome, but front facing camera is average, phone is so wait, all over nice
"
"229","0.231481481481481","0.25","0.25","0.268518518518519","
  Very nice products.
"
"230","0.254716981132075","0.235849056603774","0.273584905660377","0.235849056603774","
  Best phone in this price segment...superb
"
"231","0.273584905660377","0.254716981132075","0.235849056603774","0.235849056603774","
  So good One Plus Nord"
"232","0.25","0.268518518518519","0.231481481481481","0.25","
  I am waiting for the warranty card.. except all are fine
"
"233","0.26271186440678","0.211864406779661","0.26271186440678","0.26271186440678","
  I cant really compare the camera quality between Realme & Redmi."
"234","0.232758620689655","0.232758620689655","0.21551724137931","0.318965517241379","
  As Expected
"
"235","0.241071428571429","0.223214285714286","0.276785714285714","0.258928571428571","
  awesome
"
"236","0.254385964912281","0.219298245614035","0.289473684210526","0.236842105263158","
  Front camera is okay,not so much good.Other things are good
"
"237","0.286885245901639","0.237704918032787","0.254098360655738","0.221311475409836","
  Excellent product. Must Buy this
"
"238","0.227272727272727","0.263636363636364","0.263636363636364","0.245454545454545","
  All of good quality"
"240","0.236842105263158","0.289473684210526","0.219298245614035","0.254385964912281","
  Camera very good
"
